artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname,maiuscule
Black Sabbath,N.I.B. - 2009 Remaster,Black Sabbath,Album,1970-02-13,"Black Sabbath - 2009 Remaster (06:20)/The Wizard - 2009 Remaster (04:22)/Behind the Wall of Sleep - 2009 Remaster (03:37)/N.I.B. - 2009 Remaster (06:06)/Evil Woman, Don't Play Your Games with Me - 2009 Remaster (03:20)/Sleeping Village - 2009 Remaster (03:46)/Warning - 2009 Remaster (10:32)/Wicked World - 2009 Remaster (04:44",https://i.scdn.co/image/ab67616d00001e02e61731abae915074b93416e9,Metal/Heavy Metal/Rock/Stoner Rock/Hard Rock/Doom Metal/Classic Rock,Black Sabbath,B
Magma,Üdü wüdü - 2020 Remastered Version,Üdü wüdü (2020 Remastered Version),Album,1976-05-02,Üdü wüdü - 2020 Remastered Version (04:13)/Weidorje - 2020 Remastered Version (04:32)/Tröller tanz - 2020 Remastered Version (03:47)/Soleil d'ork - 2020 Remastered Version (03:53)/Zombies - 2020 Remastered Version (04:24)/De futura - 2020 Remastered Version (17:40)/Ëmëhntëhtt-ré (Extrait n°2) - 2020 Remastered Version (03:13,https://i.scdn.co/image/ab67616d00001e021a84dbbaaaf0b6d0c29cd732,Progressive Rock/Krautrock/Art Rock/Avant-garde/Jazz Fusion,Magma,M
Captain Beefheart & His Magic Band,Her Eyes Are a Blue Million Miles,Clear Spot,Album,1972-09-11,Low Yo Yo Stuff (03:41)/Nowadays a Woman's Gotta Hit a Man (03:46)/Too Much Time (02:50)/Circumstances (03:14)/My Head Is My Only House Unless It Rains (02:55)/Sun Zoom Spark (02:13)/Clear Spot (03:39)/Crazy Little Thing (02:38)/Long Neck Bottles (03:18)/Her Eyes Are a Blue Million Miles (02:57)/Big Eyed Beans from Venus (04:23)/Golden Birdies (01:36,https://i.scdn.co/image/ab67616d00001e02a35448f778da52f4ef3b011a,Proto-punk/Art Rock/Psychedelic Rock/Avant-garde/Acid Rock,Captain Beefheart & His Magic Band,C
Jethro Tull,Teacher - Single Mix; 2001 Remaster,Benefit,Album,1970-08-20,"With You There to Help Me - 2001 Remaster (06:18)/Nothing to Say - 2001 Remaster (05:14)/Alive and Well and Living In - 2001 Remaster (02:48)/Son - 2001 Remaster (02:51)/For Michael Collins, Jeffrey and Me - 2001 Remaster (03:51)/To Cry You a Song - 2001 Remaster (06:13)/A Time for Everything - 2001 Remaster (02:44)/Inside - 2001 Remaster (03:49)/Play in Time - 2001 Remaster (03:49)/Sossity; You're a Woman - 2001 Remaster (04:42)/Singing All Day - 2001 Remaster (03:07)/The Witch's Promise - 2001 Remaster (03:51)/Just Trying to Be - 2001 Remaster (01:37)/Teacher - Single Mix; 2001 Remaster (03:47",https://i.scdn.co/image/ab67616d00001e0204e75e2458078ed9b5ab0230,Progressive Rock/Symphonic Rock/Art Rock/Classic Rock,Jethro Tull,J
Banco Del Mutuo Soccorso,Nei Suoni E Nei Silenzi (Pulsazioni In Si Minore) - Remastered 2022,...Di Terra (Remastered 2022),Album,1978-01-01,Nel Cielo E Nelle Altre Cose Mute (Do Largo) - Remastered 2022 (04:40)/Terramadre (Sol Improvviso) - Remastered 2022 (03:08)/Non Senza Dolore (Chorale In Fa Minore) - Remastered 2022 (05:02)/Io Vivo (Fusione Per Trenta Elementi) - Remastered 2022 (09:11)/Né Più Di Un Albero Non Meno Di Una Stella (Do Gruppo) - Remastered 2022 (08:04)/Nei Suoni E Nei Silenzi (Pulsazioni In Si Minore) - Remastered 2022 (05:48)/Di Terra - Remastered 2022 (05:58,https://i.scdn.co/image/ab67616d00001e0222ab4ec3f43274eafdf23e1a,Progressive Rock/Italian Singer-songwriter/Symphonic Rock/Art Rock,Banco Del Mutuo Soccorso,B
The Beatles,She Came In Through The Bathroom Window - Remastered 2009,Abbey Road (Remastered),Album,1969-09-26,Come Together - Remastered 2009 (04:19)/Something - Remastered 2009 (03:02)/Maxwell's Silver Hammer - Remastered 2009 (03:27)/Oh! Darling - Remastered 2009 (03:27)/Octopus's Garden - Remastered 2009 (02:50)/I Want You (She's So Heavy) - Remastered 2009 (07:47)/Here Comes The Sun - Remastered 2009 (03:05)/Because - Remastered 2009 (02:45)/You Never Give Me Your Money - Remastered 2009 (04:02)/Sun King - Remastered 2009 (02:26)/Mean Mr Mustard - Remastered 2009 (01:06)/Polythene Pam - Remastered 2009 (01:12)/She Came In Through The Bathroom Window - Remastered 2009 (01:58)/Golden Slumbers - Remastered 2009 (01:31)/Carry That Weight - Remastered 2009 (01:36)/The End - Remastered 2009 (02:21)/Her Majesty - Remastered 2009 (00:25,https://i.scdn.co/image/ab67616d00001e02dc30583ba717007b00cceb25,Classic Rock/Psychedelic Rock,"Beatles, The",B
Keith Richards,Eileen (2015 Remaster),Main Offender,Album,2015,999 (2015 - Remaster) (05:50)/Wicked As It Seems (2015 Remaster) (04:44)/Eileen (2015 Remaster) (04:29)/Words of Wonder (2015 - Remaster) (06:35)/Yap Yap (2015 - Remaster) (04:42)/Bodytalks (2015 - Remaster) (05:20)/Hate It When You Leave (2015 - Remaster) (04:59)/Runnin' Too Deep (2015 - Remaster) (03:20)/Will But You Won't (2015 - Remaster) (05:03)/Demon (2015 - Remaster) (04:48,https://i.scdn.co/image/ab67616d00001e02e0242788248308cefd259f5f,,"Richards, Keith",R
Camille Saint-Saëns,"Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 2. Andante",Saint-Saëns: Piano Concertos Nos. 1-5,Album,1981-01-01,"Piano Concerto No. 1 in D Major, Op. 17: 1. Andante - Allegro assai (12:25)/Piano Concerto No. 1 in D Major, Op. 17: 2. Andante sostenuto quasi adagio (10:27)/Piano Concerto No. 1 in D Major, Op. 17: 3. Allegro con fuoco (06:36)/Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 1. Andante sostenuto (11:26)/Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 2. Allegro scherzando (05:51)/Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 3. Presto (06:50)/Piano Concerto No. 3 in E-Flat Major, Op. 29: 1. Moderato assai (14:27)/Piano Concerto No. 3 in E-Flat Major, Op. 29: 2. Andante (08:01)/Piano Concerto No. 3 in E-Flat Major, Op. 29: 3. Allegro non troppo (07:39)/Piano Concerto No. 4 in C Minor, Op. 44: 1. Allegro moderato - Andante (12:37)/Piano Concerto No. 4 in C Minor, Op. 44: 2. Allegro vivace - Andante - Allegro (13:40)/Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 1. Allegro animato (11:25)/Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 2. Andante (11:48)/Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 3. Molto allegro (05:44",https://i.scdn.co/image/ab67616d00001e025fb4d3adabfc94efd54e1396,Classical,"Saint-Saëns, Camille",S
Yes,Going for the One - Live at Festhalle,Yesshows,Album,1980-12-19,"Parallels - Live at Ahoy-Halle (07:06)/Time and a Word - Live at Empire Pool (04:05)/Going for the One - Live at Festhalle (05:22)/The Gates of Delirium - Live at Cobo Hall, Detroit (22:40)/Don't Kill the Whale - Live at Empire Pool (06:50)/Ritual (Nous Sommes du Soleil), Pt. 1 - Live at Cobo Hall, Detroit (11:48)/Ritual (Nous Sommes du Soleil) - Pt. 2 Live at Cobo Hall, Detroit (17:06)/Wonderous Stories - Live at Ahoy-Halle (03:53",https://i.scdn.co/image/ab67616d00001e020728d057de32105bc5ee156d,Progressive Rock/Symphonic Rock/Art Rock/Album Rock,Yes,Y
Bobby Keys,Altar Rock,Bobby Keys,Album,1972,Steal from a King (04:51)/Smokefoot (03:51)/Bootleg (03:45)/Altar Rock (04:53)/Key West (03:54)/Command Performance (04:10)/Crispy Duck (03:09)/Sand & Foam (05:24,https://i.scdn.co/image/ab67616d00001e02169345545fc8c42d8a795735,,"Keys, Bobby",K
Zucchero,Pronto,Fly,Album,2006-01-01,Bacco Perbacco (03:57)/Un Kilo (03:32)/Occhi (03:39)/Quanti Anni Ho (04:02)/Cuba Libre (03:33)/E' Delicato (03:32)/L'Amore E' nell'Aria (03:37)/Pronto (03:59)/Let It Shine (04:32)/Troppa Fedelta' (04:01)/E Di Grazia Plena (03:16,https://i.scdn.co/image/ab67616d00001e02a7e9645cbafced178e10f61c,Italo Dance/Italian Singer-songwriter,Zucchero,Z
Camille Saint-Saëns,"Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 1. Andante sostenuto",Saint-Saëns: Piano Concertos Nos. 1-5,Album,1981-01-01,"Piano Concerto No. 1 in D Major, Op. 17: 1. Andante - Allegro assai (12:25)/Piano Concerto No. 1 in D Major, Op. 17: 2. Andante sostenuto quasi adagio (10:27)/Piano Concerto No. 1 in D Major, Op. 17: 3. Allegro con fuoco (06:36)/Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 1. Andante sostenuto (11:26)/Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 2. Allegro scherzando (05:51)/Piano Concerto No. 2 in G Minor, Op. 22, R. 190: 3. Presto (06:50)/Piano Concerto No. 3 in E-Flat Major, Op. 29: 1. Moderato assai (14:27)/Piano Concerto No. 3 in E-Flat Major, Op. 29: 2. Andante (08:01)/Piano Concerto No. 3 in E-Flat Major, Op. 29: 3. Allegro non troppo (07:39)/Piano Concerto No. 4 in C Minor, Op. 44: 1. Allegro moderato - Andante (12:37)/Piano Concerto No. 4 in C Minor, Op. 44: 2. Allegro vivace - Andante - Allegro (13:40)/Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 1. Allegro animato (11:25)/Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 2. Andante (11:48)/Piano Concerto No. 5 in F Major, Op. 103 ""Egyptian"": 3. Molto allegro (05:44",https://i.scdn.co/image/ab67616d00001e025fb4d3adabfc94efd54e1396,Classical,"Saint-Saëns, Camille",S
Simon & Garfunkel,Flowers Never Bend with the Rainfall,"Parsley, Sage, Rosemary And Thyme",Album,1966-10-10,"Scarborough Fair / Canticle (03:10)/Patterns (02:42)/Cloudy (02:11)/Homeward Bound (02:29)/The Big Bright Green Pleasure Machine (02:43)/The 59th Street Bridge Song (Feelin' Groovy) (01:43)/The Dangling Conversation (02:38)/Flowers Never Bend with the Rainfall (02:11)/A Simple Desultory Philippic (02:13)/For Emily, Whenever I May Find Her (02:05)/A Poem on the Underground Wall (01:54)/7 O'clock News / Silent Night (02:00",https://i.scdn.co/image/ab67616d00001e02fb107b5a07df183f1836d9cb,Folk Rock/Folk,Simon & Garfunkel,S
